nombre_producto,cantidad_entregada
BETAMETASONA 0.05% CREMA | GENFAR |,1
FEXOFENADINA 30MG/5ML JARABE | ECAR |,4
VITAMINA D3 (COLECALCIFEROL) 25.000U.I./1ML SOLUCION ORAL | EUROETIKA | HISTOTAL,4
INSULINA GLARGINA + LIXISENATIDA (100UI+33MCG)/3ML SOLUCION INYECTABLE | SANOFI | SOLIQUA,5
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,12
ETORICOXIB 60MG TABLETA | HETERO | TORROX,10
DICLOXACILINA 500MG CAPSULA | LASANTE |,21
ACETAMINOFEN 500MG TABLETA | AG |,30
BROMURO DE IPRATROPIO 20MCG INHALADOR | CHALVER | ASPROMIO,3
BECLOMETASONA 250MCG INHALADOR BUCAL | CHALVER | NABUMEX,3
SALBUTAMOL 100MCG INHALADOR | CIPLA |,3
ACETAMINOFEN 500MG TABLETA | AG |,21
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,1
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,1
NAPROXENO 500MG TABLETA | GENFAR |,21
CARVEDILOL 6.25MG TABLETA | LASANTE |,120
ATORVASTATINA 20MG TABLETA | ECAR |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,120
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,76
DIOSMINA + HESPERIDINA 450MG/50MG TABLETAS | GENFAR |,180
IMIPRAMINA 25MG TABLETA | HUMAX |,90
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 5MG+160MG+12.5MG TABLETA | NOVARTIS | EXFORGE HCT,84
ESOMEPRAZOL 20MG TABLETA | COLMED |,120
TINIDAZOL 500MG TABLETA | ECAR |,8
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,90
VITAMINA D3 2000UI CAPSULA | COLMED |,180
ETORICOXIB 90MG TABLETA | EUROFARMA |,90
ATORVASTATINA 20MG TABLETA | ECAR |,30
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,60
ACETAMINOFEN 500MG TABLETA | AG |,60
CARBOXIMETILCELULOSA + GLICERINA (5MG+9MG)/10ML SOLUCION OFTALMICA | MEGALABS | CRISTALTEARS PLUS,3
ATORVASTATINA 20MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,90
METFORMINA 850MG TABLETA | WINTHROP |,90
IMIPRAMINA 25MG TABLETA | HUMAX |,120
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
ONDANSETRON 8MG TABLETA BIOTOSCANA ONCOEMET,30
CAPECITABINE 500MG TABLETA | NEXT PHARMA | CAPETABIN,98
TERBINAFINA 1% CREMA TOPICA | GENFAR |,2
KETOCONAZOL 2% SHAMPOO 100ML FRASCO | BIOQUIFAR | FUNGISTEROL,2
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,30
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,30
LEVETIRACETAM 500MG TABLETA | WINTHROP |,90
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,5
MOMETASONA FUROATO 0.1% CREMA TOPICA | GENFAR |,1
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
ATORVASTATINA 40MG TABLETA ECAR,90
NITROFURANTOINA 100MG TABLETA | RECIPE |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,90
PRAZOSINA 1MG TABLETA | LABINCO | PRATEN,90
SALBUTAMOL 100MCG INHALADOR | CIPLA |,3
AZITROMICINA 500MG TABLETA | LASANTE |,3
LOSARTAN 50MG TABLETA | GENFAR |,180
LOSARTAN 50MG TABLETA | GENFAR |,180
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,14
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,30
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,30
ACETAMINOFEN 500MG TABLETA | AG |,30
PRAZOSINA 1MG TABLETA | LABINCO | PRATEN,30
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,90
METFORMINA 850MG TABLETA | WINTHROP |,180
SUCRALFATO 1GR TABLETA | ROPSOHN | ALSUCRAL,180
CLARITROMICINA 500MG TABLETA | GENFAR |,28
CARBONATO DE CALCIO 1500MG + VITAMINA D 400U.I TABLETA | PFIZER | CALTRATE + D,120
VITAMINA D3 2000UI CAPSULA | COLMED |,90
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,60
ETORICOXIB 90MG TABLETA | EUROFARMA |,28
ATORVASTATINA 20MG TABLETA | LASANTE |,120
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,120
MEDROXIPROGESTERONA + ESTRADIOL CIPIONATO 25MG+5MG SOLUCION INYECTABLE | PROFAMILIA | CYCLOFEM,1
SULFATO DE ZINC 2MG/ML SOLUCION ORAL | FARMATECH | SULZINC,1
SUCRALFATO 1GR TABLETA MASTICABLE | BIOQUIFAR | ANTEPSIN,1
OMEPRAZOL 20MG CAPSULA | NOVAMED |,7
SULTAMICILINA 375MG TABLETA | LASANTE |,14
IBUPROFENO 400MG TABLETA | GENFAR |,21
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
ACIDO TRANEXAMICO 500MG TABLETA | HUMAX | FIBRILOK,30
NAPROXENO 250MG TABLETA GENFAR,30
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
CLOTRIMAZOL 1% CREMA TOPICA | AG |,3
VITAMINA E 400U.I CAPSULA BLANDA | PROCAPS | AQUASOL E,180
FLUOROMETALONA 0.1% SOLUCION OFTALMICA | BLASKOV | FLUOFTAL,1
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,120
ETORICOXIB 60MG TABLETA | EUROFARMA |,120
TRAZODONA 50MG TABLETA | RECIPE |,60
FLUOXETINA 20MG/5ML JARABE | BIOQUIFAR | DIZPAZIL,9
AMLODIPINO 10MG TABLETA | GENFAR |,30
ATORVASTATINA 20MG TABLETA | ECAR |,30
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,30
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,30
VALSARTAN 160MG TABLETA | LASANTE |,60
ACETAMINOFEN 500MG TABLETA | AG |,30
ESOMEPRAZOL 40MG TABLETA | COLMED |,120
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,24
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,30
LEFLUNOMIDA 20MG TABLETA | PROCAPS | INFLAXEN,30
QUETIAPINA 100MG TABLETA | GENFAR |,30
BISOPROLOL FUMARATO 5MG TABLETA | SIEGFRIED | CORBIS,30
FUROSEMIDA 40MG TABLETA | GENFAR |,30
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,30
ACIDO FOLICO 1MG TABLETA | ECAR |,30
BROMURO DE IPRATROPIO 20MCG INHALADOR | CHALVER | ASPROMIO,1
BECLOMETASONA 250MCG INHALADOR BUCAL | BIOSYNTEC |,1
CLOPIDOGREL 75MG TABLETA | BIOQUIFAR | TROMBOXTYL,30
CARVEDILOL 25MG TABLETA | WINTHROP |,30
ACETAMINOFEN 500MG TABLETA | AG |,18
ATORVASTATINA 20MG TABLETA | ECAR |,30
AMLODIPINO 5MG TABLETA | WINTHROP |,30
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
LEVOTIROXINA 150MCG TABLETA | SIEGFRIED |,180
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
SULFATO DE ZINC 2MG/ML SOLUCION ORAL | FARMATECH | SULZINC,2
MELOXICAM 15MG TABLETA | LASANTE |,90
LEFLUNOMIDA 20MG TABLETA | PROCAPS | INFLAXEN,90
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,90
SILDENAFIL 50MG TABLETA | GENFAR |,30
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,90
SERTRALINA 100MG TABLETA | GENFAR |,360
VALSARTAN 160MG TABLETA | LASANTE |,40
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,60
CARVEDILOL 6.25MG TABLETA | LASANTE |,120
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,60
ROSUVASTATINA 40MG TABLETA | ECAR |,60
HIDROXICLOROQUINA 200MG TABLETA | SIEGFRIED | DIMARD 200,90
SULTAMICILINA 375MG TABLETA | LASANTE |,10
ACETAMINOFEN 500MG TABLETA | AG |,20
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,10
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,5
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FRASCO X 5ML | SOPHIA | KRYTANTEK OFTENO PF,2
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,5
ATORVASTATINA 40MG TABLETA ECAR,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,60
LIDOCAINA 700MG (5%) PARCHE GRUNENTHAL VERSATIS 5%,15
SULFATO FERROSO 300MG TABLETA | ECAR |,30
CARBONATO DE CALCIO 600MG (1500MG) TABLETA | LEBRIUT S.A.S | OROCAL MASTICABLE,60
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,60
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,168
ATORVASTATINA 40MG TABLETA ECAR,60
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,60
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
CARVEDILOL 12.5MG TABLETA | WINTHROP |,180
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,29
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,30
VALSARTAN 160MG TABLETA | LASANTE |,60
IMIPRAMINA 25MG TABLETA | HUMAX |,30
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,9
INSULINA GLULISINA 1.000U.I./10ML (100U.I./ML) SOLUCION INYECTABLE | SANOFI AVENTIS | APIDRA,12
BISACODILO 5MG TABLETA | BUSSIE |,10
BROMFENACO SODICO 0.9MG/5ML SOLUCION OFTALMICA | MEGALABS | BRONAX,2
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,120
IBUPROFENO 400MG TABLETA | GENFAR |,14
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | RECIPE |,30
ATORVASTATINA 40MG TABLETA ECAR,90
CARVEDILOL 12.5MG TABLETA | WINTHROP |,180
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
TRIMEBUTINA 200MG TABLETA | GENFAR |,180
CLINDAMICINA 300MG CAPSULA GENFAR,28
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,30
SULFATO FERROSO 200MG TABLETA | ECAR |,30
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,2
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
ACIDO FOLICO 1MG TABLETA | ECAR |,30
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,180
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ESOMEPRAZOL 20MG TABLETA | COLMED |,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,90
FEXOFENADINA 30MG/5ML JARABE | ECAR |,3
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
SERTRALINA 25MG TABLETA | TECNOFARMA | DOMINIUM,60
INSULINA GLULISINA 300U.I./3ML (100U.I./ML) CARTUCHO | SANOFI AVENTIS | APIDRA,2
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,6
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,60
NAPROXENO 250MG TABLETA GENFAR,60
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,6
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
ATORVASTATINA 40MG TABLETA ECAR,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,90
VALSARTAN 160MG TABLETAS |GENFAR|,175
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,30
CEFALEXINA 250MG/5ML SUSPENSION | LASANTE |,1
NIMODIPINO 30MG TABLETA | PAULY | NIDIP,30
DICLOFENACO SODICO 1% GEL TOPICO | COASPHARMA |,1
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,30
LEVOSULPIRIDE + PANCREATINA + SIMETICONA 25MG+150MG+80MG TABLETA | GALENO QUIMICA S.A | LEPRIT,30
ALBENDAZOL 200MG TABLETA | BIOQUIFAR | FINAPAR,2
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ACIDO FOLICO 5MG TABLETA | ECAR |,30
MEDROXIPROGESTERONA + ESTRADIOL CIPIONATO 25MG+5MG SOLUCION INYECTABLE | PROFAMILIA | CYCLOFEM,1
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ANASTRAZOL 1MG TABLETA | LA SANTÉ | ANANA,180
OLANZAPINA 5MG TABLETA | SIEGFRIED | MEFLAX,180
DIVALPROATO DE SODIO 500MG TABLETA DE LIBERACION SOSTENIDA | ABBOTT | VALCOTE ER,180
LEVOMEPROMAZINA 4% SOLUCION ORAL | ACTIFARMA |,3
BIPERIDENO 2MG TABLETA | TECNOQUIMICAS |,60
SERTRALINA 50MG TABLETA | GENFAR |,30
METFORMINA 850MG TABLETA | WINTHROP |,180
ACETAMINOFEN 500MG TABLETA | AG |,42
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,20
ESOMEPRAZOL 20MG TABLETA | COLMED |,30
IBUPROFENO 400MG TABLETA | GENFAR |,15
METRONIDAZOL 500MG TABLETA | ECAR |,30
SACAROMICES BOULARDI 250MG SOBRE DE SOLUCION ORAL | AXON PHARMA COLOMBIA | FLORATIL MINI SACHETS,10
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,80
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,80
INSULINA GLARGINA + LIXISENATIDA (10/40) (100UI+50MCG)/3ML SOLUCION INYECTABLE | SANOFI | SOLIQUA,4
ATORVASTATINA 40MG TABLETA ECAR,180
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,180
SOMATROPINA 12MG (36 U.I.) POLVO PARA SOLUCION INYECTABLE | PFIZER | GENOTROPIN,9
ETORICOXIB 90MG TABLETA | EUROFARMA |,30
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,120
ATORVASTATINA 40MG TABLETA ECAR,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,120
PRAMIPEXOL 0.75MG TABLETA | BOEHRINGER INGELHEIM | MIRAPEX ER,30
DULOXETINA 30MG CAPSULA | BUSSIE | DUXETINA,120
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,90
LANCETAS DE GLUCOMETRIA | PROCAPS | GLUCOQUICK,100
ACETAMINOFEN 500MG TABLETA | AG |,30
ATORVASTATINA 40MG TABLETA ECAR,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,100
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,175
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,6
INSULINA GLULISINA 300U.I./3ML (100U.I./ML) CARTUCHO | SANOFI AVENTIS | APIDRA,9
CARBOXIMETILCELULOSA + GLICERINA (5MG+9MG)/10ML SOLUCION OFTALMICA | MEGALABS | CRISTALTEARS PLUS,2
ACETAMINOFEN 500MG TABLETA | AG |,30
ATORVASTATINA 40MG TABLETA ECAR,90
METFORMINA 850MG TABLETA | WINTHROP |,90
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,180
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
ATORVASTATINA 40MG TABLETA ECAR,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
BISACODILO 5MG TABLETA | BUSSIE |,5
CEFALEXINA 500MG CAPSULA | RECIPE |,15
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,180
LACOSAMIDA 200MG TABLETA | BIOPAS | VIMPAT,180
FLUCONAZOL 200MG CAPSULA | BIOQUIFAR | CINDIMIZOL,10
MELOXICAM 15MG/1.5ML SOLUCION INYECTABLE | GENFAR |,5
CARVEDILOL 6.25MG TABLETA | LASANTE |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,56
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
ACIDO TRANEXAMICO 500MG TABLETA | HUMAX | FIBRILOK,30
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
NAPROXENO 250MG TABLETA GENFAR,30
ESOMEPRAZOL 40MG TABLETA | COLMED |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
FLUOROMETALONA 0.1% SOLUCION OFTALMICA | BLASKOV | FLUOFTAL,1
CARBOXIMETILCELULOSA + GLICERINA (5MG+9MG)/10ML SOLUCION OFTALMICA | MEGALABS | CRISTALTEARS PLUS,3
TRIMEBUTINA 200MG TABLETA | GENFAR |,180
CLOTRIMAZOL 1% CREMA VAGINAL | AG |,1
IMIPRAMINA 25MG TABLETA | HUMAX |,90
ATORVASTATINA 40MG TABLETA ECAR,90
METFORMINA 850MG TABLETA | WINTHROP |,180
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,30
BECLOMETASONA 250MCG INHALADOR BUCAL | CHALVER | NABUMEX,1
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,10
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,180
ACETAMINOFEN 500MG TABLETA | AG |,30
LEVETIRACETAM 500MG TABLETA | WINTHROP |,60
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
ATORVASTATINA 40MG TABLETA ECAR,90
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
NAPROXENO 250MG TABLETA GENFAR,9
CEFALEXINA 500MG CAPSULA | RECIPE |,12
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,60
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ACETAMINOFEN 500MG TABLETA | AG |,30
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
ROSUVASTATINA 40MG TABLETA | ECAR |,90
SERTRALINA 100MG TABLETA | GENFAR |,80
QUETIAPINA 25MG TABLETA | TECNOQUIMICAS |,30
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,6
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,175
ATORVASTATINA 40MG TABLETA ECAR,90
LANCETAS DE GLUCOMETRIA | PROCAPS | GLUCOQUICK,50
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,30
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,17
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,10
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
ESOMEPRAZOL 40MG TABLETA | COLMED |,10
ACETAMINOFEN 500MG TABLETA | AG |,90
ACETAMINOFEN 500MG TABLETA | AG |,9
CEFALEXINA 500MG CAPSULA | RECIPE |,28
HIDROXICLOROQUINA 200MG TABLETA | SIEGFRIED | DIMARD 200,120
VITAMINA D3 (COLECALCIFEROL) 25.000U.I./1ML SOLUCION ORAL | EUROETIKA | HISTOTAL,16
APIXABAN 2.5MG TABLETA | PFIZER | ELIQUIS,53
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
TRAZODONA 50MG TABLETA | RECIPE |,60
RISPERIDONA 1MG TABLETA | LA SANTE | ZYRISP,100
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,20
OMEPRAZOL 20MG CAPSULA | NOVAMED |,20
SULTAMICILINA 375MG TABLETA | LASANTE |,15
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,4
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,30
OLANZAPINA 10MG TABLETA | SCANDINAVIA | OLAZAP,60
ACETAMINOFEN 500MG TABLETA | AG |,90
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,7
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,250
ATORVASTATINA 40MG TABLETA ECAR,30
CARVEDILOL 6.25MG TABLETA | LASANTE |,60
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,30
AMLODIPINO 10MG TABLETA | GENFAR |,30
CALCITRIOL 0.25MCG CAPSULA | COLMED |,12
ESOMEPRAZOL 20MG TABLETA |COLMED,30
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
FUROSEMIDA 40MG TABLETA | GENFAR |,60
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN + HIDROCLOROTIAZIDA 50MG + 12.5MG TABLETA | BUSSIE | SATOREN H,90
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,120
RISPERIDONA 1MG TABLETA | LA SANTE | ZYRISP,60
RISPERIDONA 2MG TABLETA | LA SANTE | ZYRISP,120
HIDROXICINA 25MG TABLETA | GENFAR |,60
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN 50MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,60
ACETAMINOFEN 500MG TABLETA | AG |,60
FLUOXETINA 20MG TABLETA | NOVAMED | GENERICO,30
TRAZODONA 50MG TABLETA | RECIPE |,15
ATORVASTATINA 40MG TABLETA ECAR,30
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,42
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,30
MELOXICAM 7.5MG TABLETA | LASANTE |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
DESLORATADINA + MONTELUKAST 5MG + 10MG TABLETA | NOVAMED | DESLODEX,30
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
NAPROXENO 250MG TABLETA GENFAR,30
ACIDO TRANEXAMICO 500MG TABLETA | HUMAX | FIBRILOK,30
CABERGOLINA 0.5MG TABLETA | SIEGFRIED | PROLASTAT,12
BUDESONIDA + FORMOTEROL 160MCG + 4.5MCG INHALADOR X 120 DOSIS | ASTRAZENECA | SYMBICORT RAPIHALER,3
BROMURO DE IPRATROPIO 20MCG INHALADOR | BOEHRINGER INGELHEIM | ATROVENT HFA,3
CLOTRIMAZOL 100MG OVULO VAGINAL | COLMED |,1
CLOTRIMAZOL 100MG OVULO VAGINAL | COLMED |,3
