nombre_producto,cantidad_entregada
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
ACIDO ACETIL SALICILICO 100MG TABLETA | BAYER | CARDIOASPIRINA,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
BRIMONIDINA + TIMOLOL (2MG+5MG)/5ML SOLUCION OFTALMICA | BIOESTERIL | GLAUC OFF,2
FEXOFENADINA 30MG/5ML JARABE | ECAR |,1
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,30
ACETAMINOFEN 500MG TABLETA | AG |,180
VITAMINA D3 1000UI CAPSULA | COLMED | BLANDA,90
DIOSMINA + HESPERIDINA 450MG/50MG TABLETAS | GENFAR |,180
ENOXAPARINA SODICA 80MG/0.8ML SOLUCION INYECTABLE | SANOFI AVENTIS | CLEXANE 80MG,30
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,8
ACETAMINOFEN 500MG TABLETA | AG |,40
NAPROXENO 250MG TABLETA GENFAR,10
TRAZODONA 50MG TABLETA | RECIPE |,120
PILOCARPINA CLORHIDRATO 5MG TABLETA | HUMAX | PICARPIN,120
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
TRIMEBUTINA 200MG TABLETA | GENFAR |,30
LATANOPROST 50MCG/2.5ML GOTAS OFTALMICAS | PROCAPS | LATANOX,3
DESONIDA 0.05% CREMA TOPICA | SIEGFRIED |,1
SUERO FISIOLOGICO 0.9% X 500 ML BOLSA,2
BEVACIZUMAB 100MG/4ML SOLUCION PARA INFUSION | LAFRANCOL | ABXEDA,9
VITAMINA D3 2000UI CAPSULA | COLMED |,120
FEXOFENADINA CLORHIDRATO 120MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | ECAR | VITAMINA C,90
FLUOXETINA 20MG TABLETA | NOVAMED | GENERICO,120
ENALAPRIL 5MG TABLETA | COASPHARMA |,90
CEFALEXINA 500MG CAPSULA | RECIPE |,15
TRAZODONA 50MG TABLETA | RECIPE |,30
MOMETASONA FUROATO 50MG/ML SPRAY NASAL X 18GR | MEGALABS | RINOSAL,3
BEVACIZUMAB 100MG/4ML SOLUCION PARA INFUSION | LAFRANCOL | ABXEDA,8
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,102
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,180
BEVACIZUMAB 100MG/4ML SOLUCION PARA INFUSION | LAFRANCOL | ABXEDA,6
SUERO FISIOLOGICO 0.9% X 500 ML BOLSA,1
DIVALPROATO DE SODIO 500MG TABLETA ABBOTT VALCOTE,270
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,3
POLIETILENGLICOL + PROPILENGLICOL 3MG + 4MG SOLUCION OFTALMICA X 10ML | ALCON | SYSTANE ULTRA,3
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,30
ESOMEPRAZOL 40MG TABLETA | COLMED |,30
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,2
FEXOFENADINA 30MG/5ML JARABE | ECAR |,4
FUROATO DE FLUTICASONA 27.5MCG SPRAY NASAL X 120 DOSIS | NOVAMED |,2
FOSFOMICINA 3GR SOBRE DE SOLUCION ORAL | NOVAMED | UROFOS,4
VITAMINA D3 100.000UI CAPSULA | TECNOFARMA | DEBLAX,1
SUERO FISIOLOGICO 0.9% X 500 ML BOLSA,1
BEVACIZUMAB 100MG/4ML SOLUCION PARA INFUSION | LAFRANCOL | ABXEDA,6
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,48
IMIPRAMINA 25MG TABLETA | HUMAX |,60
AMIODARONA CLORHIDRATO 200MG TABLETA | LASANTE |,20
LEVETIRACETAM 1GR TABLETA | SCANDINAVIA | CEUMID,180
NAPROXENO 250MG TABLETA GENFAR,9
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 10MG+320MG+25MG TABLETA | NOVARTIS | EXFORGE HCT,28
ETORICOXIB 90MG TABLETA | EUROFARMA |,7
TRAMADOL 50MG CAPSULA | GENFAR |,10
VITAMINA D3 2000UI CAPSULA | COLMED |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,1
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
FUROSEMIDA 40MG TABLETA | GENFAR |,30
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,30
APIXABAN 2.5MG TABLETA | PFIZER | ELIQUIS,60
CARVEDILOL 6.25MG TABLETA | LASANTE |,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
FEXOFENADINA CLORHIDRATO 120MG TABLETA | ECAR |,90
IBUPROFENO 100MG/5ML SUSPENSION | LABQUIFAR | BUPROFEN,1
NAPROXENO 250MG TABLETA GENFAR,15
VITAMINA E 400U.I CAPSULA BLANDA | PROCAPS | AQUASOL E,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
BISOPROLOL FUMARATO 2.5MG TABLETA | TECNOQUIMICAS |,120
ATORVASTATINA 40MG TABLETA ECAR,120
ACIDO ACETIL SALICILICO 100MG TABLETA | BAYER | CARDIOASPIRINA,240
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,60
VITAMINA D3 (COLECALCIFEROL) 5600U.I./10ML SOLUCION ORAL | NOVAMED | DENSIMET,1
FEXOFENADINA 30MG/5ML JARABE | ECAR |,1
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
ACIDO FOLICO 1MG TABLETA | ECAR |,30
ATORVASTATINA 40MG TABLETA ECAR,30
CLONIDINA 0.150MG TABLETA | ECAR | E-CARDIO,180
FUROSEMIDA 40MG TABLETA | GENFAR |,30
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,175
POLIETILENGLICOL 3350 SOBRE DE SOLUCION ORAL | ECAR | FARMALAX,7
LATANOPROST 50MCG/2.5ML GOTAS OFTALMICAS | PROCAPS | LATANOX,3
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,3
ATORVASTATINA 20MG TABLETA | ECAR |,60
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,120
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,4
INSULINA GLULISINA 300U.I./3ML (100U.I./ML) CARTUCHO | SANOFI AVENTIS | APIDRA,3
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
VITAMINA E 400U.I CAPSULA BLANDA | PROCAPS | AQUASOL E,90
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,1
ACETAMINOFEN 500MG TABLETA | AG |,30
NITROFURANTOINA 100MG TABLETA | RECIPE |,21
LOSARTAN 50MG TABLETA | GENFAR |,180
FLUOXETINA 20MG/5ML JARABE | BIOQUIFAR | DIZPAZIL,4
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,1
"MOMETASONA FUROATO 50MG/ML SPRAY NASAL 0,05% | TECNOFAR |",1
NAPROXENO 250MG TABLETA GENFAR,10
DOXICICLINA 100MG TABLETA | GENFAR |,20
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,2
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,30
VITAMINA D3 2000UI CAPSULA | COLMED |,180
DESONIDA 0.05% CREMA TOPICA | SIEGFRIED |,1
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
QUETIAPINA 25MG TABLETA | WINTHROP |,120
BROMURO DE IPRATROPIO 20MCG INHALADOR | BIOSYNTEC |,3
ATORVASTATINA 20MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
SALBUTAMOL 100MCG INHALADOR | CIPLA |,3
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
FEXOFENADINA CLORHIDRATO 120MG TABLETA | ECAR |,90
VALSARTAN 160MG TABLETA | LASANTE |,175
ALENDRONATO 70MG TABLETA | LASANTE |,12
FEXOFENADINA CLORHIDRATO 120MG TABLETA | ECAR |,90
ATORVASTATINA 20MG TABLETA | LASANTE |,90
HIALURONATO DE SODIO 4MG/ML (0.4%) SOLUCION OFTALMICA FC*10ML | OPHTHA | HIALTEARS,3
ACETAMINOFEN 500MG TABLETA | AG |,1
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,30
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
ACIDO ACETIL SALICILICO 100MG TABLETA | BAYER | CARDIOASPIRINA,30
ACETAMINOFEN 500MG TABLETA | AG |,30
APIXABAN 5MG TABLETA | PFIZER | ELIQUIS,180
ATORVASTATINA 40MG TABLETA ECAR,30
BISOPROLOL FUMARATO 5MG TABLETA | SIEGFRIED | CORBIS,30
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
VALSARTAN 160MG TABLETAS |GENFAR|,56
LEVOTIROXINA 125MCG TABLETA | SIEGFRIED |,90
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,60
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,10
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,14
NAPROXENO 250MG TABLETA GENFAR,10
OMEPRAZOL 20MG CAPSULA | NOVAMED |,15
ATORVASTATINA 40MG TABLETA ECAR,60
CLOPIDOGREL 75MG TABLETA | BIOQUIFAR | TROMBOXTYL,90
INSULINA GLARGINA + LIXISENATIDA (10/40) (100UI+50MCG)/3ML SOLUCION INYECTABLE | SANOFI | SOLIQUA,2
ATORVASTATINA 40MG TABLETA ECAR,90
LATANOPROST 50MCG/2.5ML GOTAS OFTALMICAS | PROCAPS | LATANOX,3
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,90
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
HIDROXICINA 25MG TABLETA | GENFAR |,20
METFORMINA 850MG TABLETA | PISA S.A |,60
DOXICICLINA 100MG TABLETA | GENFAR |,20
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 10MG+320MG+25MG TABLETA | NOVARTIS | EXFORGE HCT,14
CARVEDILOL 6.25MG TABLETA | WINTHROP |,180
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
POLIETILENGLICOL + PROPILENGLICOL 3MG + 4MG SOLUCION OFTALMICA X 10ML | ALCON | SYSTANE ULTRA,1
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
SULFATO FERROSO 300MG TABLETA | ECAR |,30
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
VITAMINA D3 2000UI CAPSULA | COLMED |,30
ATORVASTATINA 40MG TABLETA ECAR,30
CALCITRIOL 0.25MCG CAPSULA | COLMED |,30
CARVEDILOL 12.5MG TABLETA | WINTHROP |,60
CLONIDINA 0.150MG TABLETA | ECAR | E-CARDIO,30
INSULINA GLULISINA 1.000U.I./10ML (100U.I./ML) SOLUCION INYECTABLE | SANOFI AVENTIS | APIDRA,4
FUROSEMIDA 40MG TABLETA | GENFAR |,30
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,30
CEFALEXINA 500MG CAPSULA | RECIPE |,21
NAPROXENO 250MG TABLETA GENFAR,21
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,120
POLIETILENGLICOL + PROPILENGLICOL 3MG + 4MG SOLUCION OFTALMICA X 10ML | ALCON | SYSTANE ULTRA,3
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,60
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,270
LORATADINA 10MG TABLETA | AG |,60
MELOXICAM 15MG TABLETA | LASANTE |,10
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,5
AMLODIPINO 5MG TABLETA | WINTHROP |,90
SERTRALINA 50MG TABLETA | GENFAR |,120
BETAMETASONA 0.05% CREMA | GENFAR |,1
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
ACETAMINOFEN 500MG TABLETA | AG |,60
ROSUVASTATINA 40MG TABLETA | ECAR |,90
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,60
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,90
CLOPIDOGREL 75MG TABLETA | BIOQUIFAR | TROMBOXTYL,90
ACETAMINOFEN 500MG TABLETA | AG |,21
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,3
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ENALAPRIL 5MG TABLETA | COASPHARMA |,90
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,60
MELOXICAM 7.5MG TABLETA | LASANTE |,30
VALSARTAN 160MG TABLETA | LASANTE |,175
ROSUVASTATINA 20MG TABLETA | ECAR |,90
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,180
FUROSEMIDA 40MG TABLETA | GENFAR |,90
IMIPRAMINA 25MG TABLETA | HUMAX |,90
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,270
ESOMEPRAZOL 40MG TABLETA | COLMED |,60
AMLODIPINO 5MG TABLETA | WINTHROP |,90
BETAMETASONA 0.05% CREMA | AG |,1
ACETAMINOFEN 500MG TABLETA | AG |,30
ROSUVASTATINA 20MG TABLETA | ECAR |,90
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,78
FUROSEMIDA 40MG TABLETA | GENFAR |,90
VALSARTAN 160MG TABLETA | LASANTE |,84
VITAMINA D3 2000UI CAPSULA | COLMED |,90
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,15
BETAHISTINA 24MG TABLETA | GRUNENTHAL | VERUM,60
NISTATINA + OXIDO DE ZINC 100.000U.I. + 200MG CREMA TOPICA | COLMED | 60GR,6
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
OXCARBAZEPINA 600MG TABLETA | NOVARTIS | TRILEPTAL 600MG,60
CLOPIDOGREL 75MG TABLETA | BIOQUIFAR | TROMBOXTYL,30
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,30
ACIDO ACETIL SALICILICO 100MG TABLETA | BAYER | CARDIOASPIRINA,30
ATORVASTATINA 40MG TABLETA ECAR,30
VALSARTAN 80MG TABLETA | LASANTE |,28
SUCRALFATO 1MG/5ML SUSPENSIÑN | INCOBRA | ALBISAN,1
KETOCONAZOL 2% SHAMPOO 100ML FRASCO | BIOQUIFAR | FUNGISTEROL,1
ACETAMINOFEN 500MG TABLETA | AG |,9
METOCLOPRAMIDA 10MG TABLETA | COASPHARMA | METOSIL,4
CAPECITABINE 500MG TABLETA | NEXT PHARMA | CAPETABIN,56
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | ECAR | VITAMINA C,30
VILDAGLIPTINA + METFORMINA 50MG + 500MG TABLETA | NOVARTIS | GALVUS MET,119
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
AMLODIPINO 10MG TABLETA | GENFAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,60
NISTATINA + OXIDO DE ZINC 100.000U.I. + 200MG CREMA TOPICA | COLMED | 60GR,3
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,60
ATORVASTATINA 20MG TABLETA | ECAR |,90
DICLOFENACO SODICO 1% GEL TOPICO | GENFAR |,3
ACETAMINOFEN 500MG TABLETA | AG |,90
ALENDRONATO 70MG TABLETA | LASANTE |,12
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,90
COLCHICINA 0.5MG TABLETA | LAPROFF |,180
MELOXICAM 15MG TABLETA | LASANTE |,90
DICLOFENACO SODICO 50MG TABLETA | GENFAR |,10
ACETAMINOFEN 500MG TABLETA | AG |,40
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FCO X 5ML | PROCAPS | BRIMODOR,3
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FCO X 5ML | PROCAPS | BRIMODOR,3
ACETAMINOFEN 500MG TABLETA | AG |,40
ACETAMINOFEN 500MG TABLETA | AG |,40
ATORVASTATINA 20MG TABLETA | ECAR |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,90
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,60
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,60
METFORMINA 850MG TABLETA | PISA S.A |,90
METFORMINA 850MG TABLETA | PISA S.A |,90
VITAMINA D3 2000UI CAPSULA | COLMED |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
CARBIDOPA 25MG + LEVODOPA 250MG TABLETA | SIEGFRIED | PARKEN,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
AMOXICILINA 500MG CAPSULA | LASANTE |,12
ACETAMINOFEN 500MG TABLETA | AG |,24
IBUPROFENO 800MG TABLETA | GENFAR |,12
METRONIDAZOL 500MG TABLETA | ECAR |,10
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
METFORMINA 850MG TABLETA | PISA S.A |,180
CLOPIDOGREL 75MG TABLETA | BIOQUIFAR | TROMBOXTYL,90
ACETAMINOFEN 500MG TABLETA | AG |,40
VITAMINA D3 (COLECALCIFEROL) 25.000U.I./1ML SOLUCION ORAL | EUROETIKA | HISTOTAL,12
ALBENDAZOL 200MG TABLETA | BIOQUIFAR | FINAPAR,2
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | ECAR | VITAMINA C,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
VALSARTAN 160MG TABLETAS |GENFAR|,175
ENALAPRIL 5MG TABLETA | COASPHARMA |,90
ATORVASTATINA 40MG TABLETA ECAR,30
APIXABAN 2.5MG TABLETA | PFIZER | ELIQUIS,180
CARVEDILOL 12.5MG TABLETA | WINTHROP |,180
FUROSEMIDA 40MG TABLETA | GENFAR |,30
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,30
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN 50MG TABLETA | GENFAR |,180
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
ATORVASTATINA 40MG TABLETA ECAR,90
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FCO X 5ML | PROCAPS | BRIMODOR,3
ACETAMINOFEN 500MG TABLETA | AG |,30
ATORVASTATINA 20MG TABLETA | ECAR |,90
BROMURO DE IPRATROPIO 20MCG INHALADOR | BIOSYNTEC |,2
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,90
FOSFOMICINA 3GR SOBRE DE SOLUCION ORAL | NOVAMED | UROFOS,1
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
ATORVASTATINA 40MG TABLETA ECAR,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,601
BROMURO DE IPRATROPIO 20MCG INHALADOR | BIOSYNTEC |,1
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FCO X 5ML | PROCAPS | BRIMODOR,2
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
CETIRIZINA 10MG TABLETA | GENFAR |,20
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,9
APIXABAN 2.5MG TABLETA | PFIZER | ELIQUIS,180
METFORMINA 850MG TABLETA | PISA S.A |,90
ACETAMINOFEN 500MG TABLETA | AG |,14
ALBENDAZOL 200MG TABLETA | BIOQUIFAR | FINAPAR,2
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,90
OMEPRAZOL 20MG CAPSULA | NOVAMED |,5
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | RECIPE |,10
BEVACIZUMAB 100MG/4ML SOLUCION PARA INFUSION | LAFRANCOL | ABXEDA,5
BROMFENACO SODICO 0.9MG/5ML SOLUCION OFTALMICA | SOPHIA | ZEBESTEN,3
ACETAMINOFEN 500MG TABLETA | AG |,40
CARBONATO DE CALCIO + VITAMINA D 1250MG/330UI TABLETA | SIEGFRIED | OSTEOCAL D,30
ROSUVASTATINA 40MG TABLETA | ECAR |,30
FUROSEMIDA 40MG TABLETA | GENFAR |,90
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,90
IRBESARTAN 150MG TABLETA | HETERO | IRBIGEN,180
VALSARTAN 160MG TABLETA | LASANTE |,60
BEVACIZUMAB 100MG/4ML SOLUCION PARA INFUSION | LAFRANCOL | ABXEDA,3
FOSAPREPITANT 150MG/10ML SOLUCION INYECTABLE | MSN LABS | APRITANT IV,1
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,2
OXALIPLATINO 100MG SOLUCION INYECTABLE | SEVEN PHARMA | OXALISEVEN,1
PEGFILGRASTIM 6MG/0.6ML SOLUCION INYECTABLE | LAFRANCOL | GENFILGRAS PEG,1
ONDANSETRON 8MG/4ML SOLUCION INYECTABLE | FRESENIUS | ONDASETRON,2
SUERO FISIOLOGICO 0.9% X 500 ML BOLSA,2
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,56
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
CARVEDILOL 6.25MG TABLETA | LASANTE |,30
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,30
OXALATO DE ESCITALOPRAM 10MG TABLETA | GENFAR |,30
TRAZODONA 50MG TABLETA | RECIPE |,60
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,1
SALMETEROL + FLUTICASONA 25MCG + 250MCG INHALADOR X 120 DOSIS | CIPLA | SEROHALE,3
ATORVASTATINA 20MG TABLETA | ECAR |,90
VITAMINA D3 (COLECALCIFEROL) 25.000U.I./1ML SOLUCION ORAL | EUROETIKA | HISTOTAL,4
HIALURONATO DE SODIO 4MG/ML (0.4%) SOLUCION OFTALMICA FC*10ML | OPHTHA | HIALTEARS,1
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FCO X 5ML | PROCAPS | BRIMODOR,1
APIXABAN 5MG TABLETA | PFIZER | ELIQUIS,90
APIXABAN 5MG TABLETA | PFIZER | ELIQUIS,90
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,30
ATORVASTATINA 10MG TABLETA | GENFAR |,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
PREDNISOLONA 5MG TABLETA | GENFAR |,90
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
CLARITROMICINA 500MG TABLETA | GENFAR |,28
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
ACETAMINOFEN 150MG/5ML JARABE | PROCAPS | DOLOFEN,1
ACETAMINOFEN 500MG TABLETA | AG |,21
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,3
NAPROXENO 250MG TABLETA GENFAR,15
CLINDAMICINA 300MG CAPSULA GENFAR,21
GENTAMICINA 160MG/2ML SOLUCION INYECTABLE | VITALIS |,5
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,20
SUERO FISIOLOGICO 0.9% X 500 ML BOLSA KABIFLEX,1
BEVACIZUMAB 100MG/4ML SOLUCION PARA INFUSION | LAFRANCOL | ABXEDA,7
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,1
CLORURO DE SODIO 0.9%/100ML BOLSA | FRESENIUS |,5
FOLINATO DE CALCIO 50MG/5ML SOLUCION INYECTABLE | ALPHARMA | ALONAT,8
FLUOROURACILO 500MG/10ML SOLUCION INYECTABLE | SEVEN PHARMA |,4
PAMOATO DE PIRANTEL 250MG/5ML SUSPENSION | GENFAR |,1
VITAMINA D3 2000UI CAPSULA | COLMED |,90
VILDAGLIPTINA 50MG TABLETA | TECNOFARMA | VILZER,90
CETIRIZINA 10MG TABLETA | GENFAR |,30
LOSARTAN 50MG TABLETA | GENFAR |,180
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,90
